model,task,trial_dir,resolved,f2p_passed,f2p_total,p2p_passed,p2p_total,posthoc_skips_applied,agent_steps,tool_call_count,input_tokens,cached_tokens,output_tokens,wall_clock_sec,infra_fail
anthropic/bedrock-claude-opus-4-6,t2v3-NI5f2c-vbuild-esm-new-inputs-rotate,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-NI5f2c-vbuild-esm-new-input-ScPtguD,0,0,9,0,2,0,55,34,1336667,1292987,7459,280.243443,0
anthropic/bedrock-claude-opus-4-6,t2v3-NI5f2c-vbuild-esm-new-inputs-rotate,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-NI5f2c-vbuild-esm-new-input-iWpjWKd,0,5,9,2,2,0,52,32,1235316,1152662,7805,240.878895,0
anthropic/bedrock-claude-opus-4-6,t2v3-NI5f2c-vbuild-esm-new-inputs-rotate,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-NI5f2c-vbuild-esm-new-input-iWEog4n,0,6,9,2,2,0,53,34,1354917,1303343,8461,283.188305,0
anthropic/bedrock-claude-opus-4-6,t2v3-NN1ea7-pruning-strip-in-place,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-NN1ea7-pruning-strip-in-pla-sb5UGad,1,39,39,0,0,0,39,23,813185,769537,6006,429.722908,0
anthropic/bedrock-claude-opus-4-6,t2v3-NN1ea7-pruning-strip-in-place,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-NN1ea7-pruning-strip-in-pla-2kpupQU,1,39,39,0,0,0,40,23,733238,691583,12586,392.299215,0
anthropic/bedrock-claude-opus-4-6,t2v3-NN1ea7-pruning-strip-in-place,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-NN1ea7-pruning-strip-in-pla-sG2FD7W,1,39,39,0,0,0,46,25,838521,794725,9266,409.885928,0
anthropic/bedrock-claude-opus-4-6,t2v3-NN1ea7-pruning-strip-in-place,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-NN1ea7-pruning-strip-in-pla-J9Zjt4h,1,39,39,0,0,0,37,22,726643,689229,7099,348.029642,0
anthropic/bedrock-claude-opus-4-6,t2v3-NN1ea7-pruning-strip-in-place,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-NN1ea7-pruning-strip-in-pla-NvH96at,1,39,39,0,0,0,44,25,907849,847751,18073,437.702356,0
anthropic/bedrock-claude-opus-4-6,t2v3-OC7096-yaml-include-merge-key,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OC7096-yaml-include-merge-k-WK5xt3j,1,4,4,5,5,0,60,34,1086692,1060705,8572,192.634166,0
anthropic/bedrock-claude-opus-4-6,t2v3-OC7096-yaml-include-merge-key,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OC7096-yaml-include-merge-k-JLRbkHH,0,4,4,4,5,0,48,30,1003816,965410,20706,346.963654,0
anthropic/bedrock-claude-opus-4-6,t2v3-OC7096-yaml-include-merge-key,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OC7096-yaml-include-merge-k-fQwsoEZ,1,4,4,5,5,0,38,24,749544,717536,17662,303.422452,0
anthropic/bedrock-claude-opus-4-6,t2v3-OC7096-yaml-include-merge-key,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OC7096-yaml-include-merge-k-znJnQAs,1,4,4,5,5,0,43,25,893721,859489,19711,348.261251,0
anthropic/bedrock-claude-opus-4-6,t2v3-OC7096-yaml-include-merge-key,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OC7096-yaml-include-merge-k-eCjELSX,1,4,4,5,5,0,32,18,565842,538045,11070,218.090313,0
anthropic/bedrock-claude-opus-4-6,t2v3-OCc79e-templated-records-fqdn-validation,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OCc79e-templated-records-fq-EmeDGhd,0,13,15,29,29,0,101,63,2784021,2675700,26999,597.028005,0
anthropic/bedrock-claude-opus-4-6,t2v3-OCc79e-templated-records-fqdn-validation,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OCc79e-templated-records-fq-JmATjPn,0,5,15,29,29,0,100,65,3055792,2972425,33599,786.831971,0
anthropic/bedrock-claude-opus-4-6,t2v3-OCc79e-templated-records-fqdn-validation,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OCc79e-templated-records-fq-kBrJZiz,0,13,15,29,29,0,95,64,2001400,1889844,15531,569.299889,0
anthropic/bedrock-claude-opus-4-6,t2v3-OCc79e-templated-records-fqdn-validation,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OCc79e-templated-records-fq-7cXw5az,0,4,15,29,29,0,102,68,2894081,2827087,22519,677.282368,0
anthropic/bedrock-claude-opus-4-6,t2v3-OCc79e-templated-records-fqdn-validation,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OCc79e-templated-records-fq-uHmEvVQ,0,5,15,29,29,0,96,59,2613081,2529658,31819,712.816409,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP166f-file-path-rule-enforcement,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OP166f-file-path-rule-enfor-xLicy8m,1,4,4,15,15,0,33,20,426602,400547,3914,178.837495,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP166f-file-path-rule-enforcement,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OP166f-file-path-rule-enfor-ihcp5W5,1,4,4,15,15,0,30,19,484454,463350,3483,174.585619,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP166f-file-path-rule-enforcement,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OP166f-file-path-rule-enfor-hyZsYk2,1,4,4,15,15,0,30,17,393348,371278,3453,176.241559,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP166f-file-path-rule-enforcement,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OP166f-file-path-rule-enfor-HQxEH2g,1,4,4,15,15,0,28,17,318331,295559,3432,131.408475,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP166f-file-path-rule-enforcement,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OP166f-file-path-rule-enfor-SHznBVG,1,4,4,15,15,0,48,30,1013161,976115,5594,242.708534,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP2463-umbrela-retrieval-metrics,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OP2463-umbrela-retrieval-me-tpBdFnY,1,8,8,0,0,0,41,25,919551,880456,8872,353.040428,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP2463-umbrela-retrieval-metrics,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OP2463-umbrela-retrieval-me-QzsWrgb,1,8,8,0,0,0,55,34,1301199,1262482,9653,359.815531,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP2463-umbrela-retrieval-metrics,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OP2463-umbrela-retrieval-me-xYqn2MP,1,8,8,0,0,0,45,27,925031,887433,8402,284.142822,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP2463-umbrela-retrieval-metrics,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OP2463-umbrela-retrieval-me-VGhHsAD,1,8,8,0,0,0,31,17,518084,474807,5718,179.273111,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP2463-umbrela-retrieval-metrics,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OP2463-umbrela-retrieval-me-pHowuTB,1,8,8,0,0,0,46,27,1172159,1134304,9004,301.894243,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7922-negative-interest-to-liabilities,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OP7922-negative-interest-to-wK4Rmxg,0,10,11,117,117,0,67,36,2242282,2167390,15160,494.830029,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7922-negative-interest-to-liabilities,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OP7922-negative-interest-to-7owaEvf,0,10,11,117,117,0,60,34,1475643,1424370,9483,344.308367,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7922-negative-interest-to-liabilities,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OP7922-negative-interest-to-6j5Nkht,0,10,11,117,117,0,74,45,1933623,1882283,14043,405.436234,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7922-negative-interest-to-liabilities,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OP7922-negative-interest-to-HUQPvo9,0,10,11,117,117,0,51,30,1290123,1245564,7813,250.989415,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7922-negative-interest-to-liabilities,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OP7922-negative-interest-to-7BjDQW7,0,10,11,117,117,0,66,37,1390841,1353428,9320,310.149176,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7ed8-org-disable-type-enum,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OP7ed8-org-disable-type-enu-JLWPXZ9,0,0,2,43,43,0,131,84,5015265,4866962,17103,1703.784966,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7ed8-org-disable-type-enum,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OP7ed8-org-disable-type-enu-CpdaZRC,0,0,2,43,43,0,98,57,4582462,4467538,26013,685.079893,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7ed8-org-disable-type-enum,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OP7ed8-org-disable-type-enu-V4cLvjN,0,0,2,43,43,0,104,61,4281792,4195479,23185,726.885636,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7ed8-org-disable-type-enum,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OP7ed8-org-disable-type-enu-R9jHLJa,0,1,2,43,43,0,126,81,4375595,4303810,19554,630.025864,0
anthropic/bedrock-claude-opus-4-6,t2v3-OP7ed8-org-disable-type-enum,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OP7ed8-org-disable-type-enu-bdv3hNr,0,0,2,43,43,0,86,53,5052397,4936476,30871,900.797659,0
anthropic/bedrock-claude-opus-4-6,t2v3-OPb2e1-evaluator-chaining-consistency,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-OPb2e1-evaluator-chaining-c-Qf938Vd,1,2,2,7,7,0,32,21,684657,644416,6775,246.952305,0
anthropic/bedrock-claude-opus-4-6,t2v3-OPb2e1-evaluator-chaining-consistency,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-OPb2e1-evaluator-chaining-c-ztbQLfg,1,2,2,7,7,0,35,20,757044,725503,6271,237.313612,0
anthropic/bedrock-claude-opus-4-6,t2v3-OPb2e1-evaluator-chaining-consistency,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-OPb2e1-evaluator-chaining-c-f9iTMsq,1,2,2,7,7,0,43,27,979795,939495,9482,266.117792,0
anthropic/bedrock-claude-opus-4-6,t2v3-OPb2e1-evaluator-chaining-consistency,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-OPb2e1-evaluator-chaining-c-NBKfQNs,1,2,2,7,7,0,28,15,475406,449414,5487,189.817589,0
anthropic/bedrock-claude-opus-4-6,t2v3-OPb2e1-evaluator-chaining-consistency,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-OPb2e1-evaluator-chaining-c-FvDXNzK,1,2,2,7,7,0,38,23,868272,829469,11448,264.584407,0
anthropic/bedrock-claude-opus-4-6,t2v3-PA64aa-launcher-script-dir-propagation,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PA64aa-launcher-script-dir--bhUTXQZ,0,20,34,2,2,0,77,48,1643451,1551435,23728,532.422788,0
anthropic/bedrock-claude-opus-4-6,t2v3-PA64aa-launcher-script-dir-propagation,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PA64aa-launcher-script-dir--qXx6AZi,0,20,34,2,2,0,64,41,1347089,1292210,19070,489.355375,0
anthropic/bedrock-claude-opus-4-6,t2v3-PA64aa-launcher-script-dir-propagation,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PA64aa-launcher-script-dir--PEN7oG6,0,20,34,2,2,0,75,49,1957992,1908320,18584,401.608342,0
anthropic/bedrock-claude-opus-4-6,t2v3-PA64aa-launcher-script-dir-propagation,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PA64aa-launcher-script-dir--Es9jSAy,0,20,34,2,2,0,84,55,1650513,1574946,17324,370.089414,0
anthropic/bedrock-claude-opus-4-6,t2v3-PA64aa-launcher-script-dir-propagation,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PA64aa-launcher-script-dir--9eiX4qD,0,20,34,2,2,0,97,67,1881908,1780488,23450,482.056577,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI628c-embedding-display-fix,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PI628c-embedding-display-fi-h5b3LdU,1,2,2,104,104,0,82,46,2572777,2490148,35862,1047.795868,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI628c-embedding-display-fix,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PI628c-embedding-display-fi-qTVRbzS,1,2,2,104,104,0,150,92,6071168,5978126,45941,1109.873296,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI628c-embedding-display-fix,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PI628c-embedding-display-fi-NfG4rEm,0,1,2,104,104,0,80,45,2100832,2039436,23175,721.886116,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI628c-embedding-display-fix,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PI628c-embedding-display-fi-U2vgmug,0,1,2,104,104,0,105,62,3064372,2999519,24990,670.566187,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI628c-embedding-display-fix,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PI628c-embedding-display-fi-DHjbm2v,1,2,2,104,104,0,85,49,3102713,3026820,40981,848.243256,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI68e1-asyncmap-result-sync-block,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PI68e1-asyncmap-result-sync-24eky2u,0,3,4,0,0,0,83,50,1894525,1860486,11376,365.119704,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI68e1-asyncmap-result-sync-block,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PI68e1-asyncmap-result-sync-j93Mwxf,0,3,4,0,0,0,46,27,790197,766135,6973,268.348461,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI68e1-asyncmap-result-sync-block,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PI68e1-asyncmap-result-sync-tXL9USk,0,3,4,0,0,0,42,24,751174,721389,15353,333.917925,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI68e1-asyncmap-result-sync-block,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PI68e1-asyncmap-result-sync-WBSxGz6,0,3,4,0,0,0,42,25,839985,809748,6511,250.778372,0
anthropic/bedrock-claude-opus-4-6,t2v3-PI68e1-asyncmap-result-sync-block,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PI68e1-asyncmap-result-sync-kcnD2m2,0,3,4,0,0,0,59,32,1453308,1403306,8710,310.978964,0
anthropic/bedrock-claude-opus-4-6,t2v3-PIecf2-piccolo-table-str-abbreviated,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PIecf2-piccolo-table-str-ab-DmhrVA5,1,2,2,2,2,0,57,34,1133703,1099348,8692,339.329898,0
anthropic/bedrock-claude-opus-4-6,t2v3-PIecf2-piccolo-table-str-abbreviated,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PIecf2-piccolo-table-str-ab-qMzpZEY,1,2,2,2,2,0,59,39,1527571,1488645,12766,338.917653,0
anthropic/bedrock-claude-opus-4-6,t2v3-PIecf2-piccolo-table-str-abbreviated,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PIecf2-piccolo-table-str-ab-g79KyU7,1,2,2,2,2,0,82,47,2094644,2035486,24588,554.682436,0
anthropic/bedrock-claude-opus-4-6,t2v3-PIecf2-piccolo-table-str-abbreviated,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PIecf2-piccolo-table-str-ab-dJApQta,1,2,2,2,2,0,85,53,2531939,2478754,14001,390.022246,0
anthropic/bedrock-claude-opus-4-6,t2v3-PIecf2-piccolo-table-str-abbreviated,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PIecf2-piccolo-table-str-ab-se9G6vV,1,2,2,2,2,0,63,37,1227030,1189764,13270,316.693681,0
anthropic/bedrock-claude-opus-4-6,t2v3-PO5935-deny-effect-iam-policies,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PO5935-deny-effect-iam-poli-nKStfLm,0,3,5,2,2,0,39,24,798594,742182,5984,206.812157,0
anthropic/bedrock-claude-opus-4-6,t2v3-PO5935-deny-effect-iam-policies,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PO5935-deny-effect-iam-poli-pgMFBNX,0,3,5,2,2,0,40,26,1092778,1059170,5477,217.307291,0
anthropic/bedrock-claude-opus-4-6,t2v3-PO5935-deny-effect-iam-policies,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PO5935-deny-effect-iam-poli-RcoP3ek,0,3,5,2,2,0,42,25,1056087,1023789,6584,210.287661,0
anthropic/bedrock-claude-opus-4-6,t2v3-PO5935-deny-effect-iam-policies,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PO5935-deny-effect-iam-poli-8vsg2H2,0,3,5,2,2,0,43,25,791648,765662,6398,193.514502,0
anthropic/bedrock-claude-opus-4-6,t2v3-PO5935-deny-effect-iam-policies,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PO5935-deny-effect-iam-poli-bozYptf,0,1,5,2,2,0,34,19,787726,757342,4861,168.393507,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY1651-polars-cursor-chunksize-support,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY1651-polars-cursor-chunks-zedcoeN,0,12,18,0,0,0,70,45,2650920,2575038,15592,415.685954,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY1651-polars-cursor-chunksize-support,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY1651-polars-cursor-chunks-wpx8r8Q,0,13,18,0,0,0,68,43,2910143,2822246,16261,416.530609,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY1651-polars-cursor-chunksize-support,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY1651-polars-cursor-chunks-dtdEenm,0,17,18,0,0,0,80,52,3698189,3612951,20884,506.111189,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY1651-polars-cursor-chunksize-support,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY1651-polars-cursor-chunks-E9uadJn,0,10,18,0,0,0,89,55,3885376,3764434,27290,609.819663,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY1651-polars-cursor-chunksize-support,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY1651-polars-cursor-chunks-7hmSZXw,0,11,18,0,0,0,55,36,3048882,2893912,44252,787.766743,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY166e-scrolling-container-always-instantiate-b,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY166e-scrolling-container--zt7axMp,1,3,3,24,24,0,48,28,2882711,2754733,42068,782.194069,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY166e-scrolling-container-always-instantiate-b,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY166e-scrolling-container--NhJVES6,1,3,3,24,24,0,66,36,4060202,3839793,46817,829.70433,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY166e-scrolling-container-always-instantiate-b,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY166e-scrolling-container--dveYGuH,1,3,3,24,24,0,78,46,3803504,3697522,29027,588.879644,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY166e-scrolling-container-always-instantiate-b,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY166e-scrolling-container--4EDBXvh,1,3,3,24,24,0,75,50,3076157,2993590,19123,543.592646,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY166e-scrolling-container-always-instantiate-b,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY166e-scrolling-container--hwRnFPV,1,3,3,24,24,0,64,38,3767555,3656163,33947,615.416386,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY30cb-cypher-multihop-traversal,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY30cb-cypher-multihop-trav-LWnbduc,0,12,13,452,452,0,223,137,11724620,11465922,49356,1361.228393,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY30cb-cypher-multihop-traversal,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY30cb-cypher-multihop-trav-7MYWZwp,0,10,13,452,452,0,180,102,8514984,8377701,48383,1224.537478,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY30cb-cypher-multihop-traversal,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY30cb-cypher-multihop-trav-YE8MDzh,0,6,13,452,452,0,300,173,14064180,13849297,70990,1717.439986,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY30cb-cypher-multihop-traversal,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY30cb-cypher-multihop-trav-rdMXGyq,0,12,13,452,452,0,118,73,4726979,4638092,21294,731.177217,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY30cb-cypher-multihop-traversal,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY30cb-cypher-multihop-trav-AZtD2Na,0,6,13,452,452,0,157,95,8996041,8858176,32757,861.48606,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5671-cypher-multi-alias-return,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY5671-cypher-multi-alias-r-YyGxKzo,1,8,8,299,299,0,227,139,13715007,13410610,63118,1908.934724,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5671-cypher-multi-alias-return,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY5671-cypher-multi-alias-r-9CSahcm,1,8,8,299,299,0,175,104,9985587,9836022,74022,1827.627669,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5671-cypher-multi-alias-return,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY5671-cypher-multi-alias-r-R92nrVn,0,7,8,299,299,0,209,131,13377188,13223825,57788,1537.804765,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5671-cypher-multi-alias-return,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY5671-cypher-multi-alias-r-kwHDH8X,1,8,8,299,299,0,263,160,14893917,14727194,50242,1586.390974,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5671-cypher-multi-alias-return,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY5671-cypher-multi-alias-r-srmnTMN,1,8,8,299,299,0,168,94,9973612,9806166,64058,1278.541546,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5a80-directional-border-widths,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY5a80-directional-border-w-otEiuD9,0,8,10,548,548,0,400,233,21370174,21110528,84339,2408.80956,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5a80-directional-border-widths,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY5a80-directional-border-w-UJJXhUn,0,8,10,548,548,0,341,213,16792685,16507048,66842,1713.660892,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5a80-directional-border-widths,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY5a80-directional-border-w-8EEq5eg,0,8,10,548,548,0,360,227,18155974,17941887,59445,1936.407662,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5a80-directional-border-widths,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY5a80-directional-border-w-ajocyYi,0,8,10,548,548,0,252,153,12837400,12634381,35441,1905.834127,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY5a80-directional-border-widths,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY5a80-directional-border-w-bRmiygd,0,8,10,548,548,0,247,133,10460693,10264337,53896,1664.927117,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY70e4-cypher-shortestpath-execution,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY70e4-cypher-shortestpath--wXLN54i,0,0,36,573,573,0,153,84,8592721,8447736,53251,1296.988841,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY70e4-cypher-shortestpath-execution,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY70e4-cypher-shortestpath--hNtNUbA,0,0,36,573,573,0,127,76,5606478,5501963,38829,1181.911567,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY70e4-cypher-shortestpath-execution,/data/projects/craft-taskgen/evals-final/opus46-high/iter2-sun/t2v3-PY70e4-cypher-shortestpath--kUKE6oY,0,0,36,573,573,0,160,88,6736636,6629417,39903,1067.094657,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY70e4-cypher-shortestpath-execution,/data/projects/craft-taskgen/evals-final/opus46-high/iter4-mon/t2v3-PY70e4-cypher-shortestpath--cmvtmgV,0,0,36,573,573,0,132,81,4703289,4623213,24114,773.310382,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY70e4-cypher-shortestpath-execution,/data/projects/craft-taskgen/evals-final/opus46-high/iter1-sat/t2v3-PY70e4-cypher-shortestpath--rgRHg8q,0,0,36,573,573,0,121,73,4678445,4571053,25757,1237.475737,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY99e9-cypher-multi-optional-with-chain,/data/projects/craft-taskgen/evals-final/opus46-high/iter5-mon/t2v3-PY99e9-cypher-multi-optiona-n3styxr,0,21,25,405,405,0,255,157,13432942,13152206,43790,1454.680512,0
anthropic/bedrock-claude-opus-4-6,t2v3-PY99e9-cypher-multi-optional-with-chain,/data/projects/craft-taskgen/evals-final/opus46-high/iter3-sun/t2v3-PY99e9-cypher-multi-optiona-mxERVK5,0,17,25,405,405,0,192,120,9863208,9741937,38501,1130.981341,0
